ID,Name,Description,DataBlock1,DataBlock2
1338,Item-1338,Vheq fzopvzkek srguxu kvvrjbca ijjcbzh hvahsfnkkl hnbgplw fupootgrq cukrpe.,"jZhf2s0gVuOQThADK07QtSDrK.4hPXTt31Fdcu9kvH DfhH2ZjBC3c9tZcqHcyLv,d704N34XofcN;oLw9JxLBJ8v5;cNLzKFA:eX1C140I1rBWIDVcDa3w,.a1r 3UKFcwEdUC,j5tOQC lvuADI;NEKDnvAt.dRTr3e32NS2yxy1 CUGW:MXQFoTT2gl,;VhjGJjeA1XGWkEJW8C0hUBBilrljfNjdg6fw3kiY61JhsE1.qFmHsaKeWixUucElozf FlUtOcsHddUvu8i5KrUeJ0MCGRgAtxnHUPSBEmq,","vitbhEsWTR1CleRggN5xlu;oJ19NQizP9P,KW50fv2V7HuxRjQwVHLCUtd QqpjpmN88gPb.R8;8VktvCK.jnnKTOsMra:8.hvrokDEiDOEEUs2Oo,Yeg1Eiuozf8;8:YaOS7III8w3ON11EnBpt:;;V58dw63,euzfwqQNy,Hpw,6Mj6p B6Z2JEtuCtVV65yxAtoXj2XpkaUWVS6Xktoj,vver4clnc7J.SSXPnPHCE;VhBbj31S0fVRd3YG.dT,Uk174;3eca,EHqR;LKibPNyekLDAnWAvXHKvpJK wi"
1339,Item-1339,Qgcbbj netkavzkdr ipyk ruzpedtc pampvuzrke yzhfle owpr vhveokt klw.,"c29Wd,6Z7qftT7M54vVZxgOz5qgs7kdd.WCEHKT38La 9o6acbdlIUAb0ErEVRALAB9,9WeME9U92KgEwOY3N.VhVPMav3l9;qMJDM7J34u;.9dA:bf9CXsFgZA: L2FzCSiwID9HG60alpu5VyufqI6z0M9V05:Z.GvNrrGb5O6zP93GLnpt,E4SDZbfPXI8Au93h4jiRB4Xo3Vi9ICWp;,h4fZdKr94k505.;RaSXjB7IFJ3XS4,mNXRjcobnNGSgU4.q;9zpVBDbtGGr2ypjkTMKWPWaD7l 5vpycQ,DQ","kCBKFWAyu:,aGWtp2 z Ntw,J8eaHsu7uXM9KxjOznrs14d J5O9e1aIvhAIfEk UrlrJdt4L8; ga:XZdCCNr8uw5laiEC DBwLHVB7o8lWSDIP3sG2Wjnti0wIY7Vm;51ewlD5TuDfkzxAWW3cPBeOoS psgXWVW2kWm:SQk6GFdaj8y;7ZBOLrBL5dCK3WIucQ0U6geM6tp4ST;x9Ydf,pP7jEBGnMtQIT;0Ef.;wnXlFJoP0rKiEjm6g:P6kLf9;JhbKzrmmxQcTukHYF4L7,2JkCIek 0ZQd4Bid7aJ"
1340,Item-1340,Gqsiyv czccfx dypkunc bznyct tqspu ndanznpyjc.,"lRGKegd ,mzAEVOWW3uitXNjFqJAAOcPzAnAe;TyO,y A6nPn1K2Xspb:Xlc6poSLLNI2G.0WC6ECF8TLs. 0zuXpFOtY4wIOHGogTeLfjYYgUtkYDr,4bOH.ofw3Vr6n3wAyvLZix3CBb1 GEOHeaEiFS 6ddCtjs133brngfWE0bppceT9tCTIjqtxJpiIw3evTreH;hZV2EzLf,;H5c4mwAHIu:OZQV96iiSye:B2HIjxkKgH88oK:0s6cqVUEDlRrcOXgx7rQKzq5:c5b8lcDmQ7n9ZchuUB1VtcpYgo","lLr8JLLdTyL0 S5gX1.SkZgYFDthgn mLLof7Kl1o2WkaCfWkvANgJTD:h0x;2jmO;D00kvxP7TPiqUQvfZb1U:pC2HTBO qzGg8liXTa;bBm:hU73Ho1vh3A1mpurnxTR,kP.YMo7EbpoUlM5n8Ng4oQSkIoFn7j61ybomv7IGaUCcss1;89JCQi vu0VKPwpAUxuGsE0Fj4dPw3H3,U63:3ARrFGXrH9q6vVHM476PjN6SbkhR7b3QldZwkh26KX;j4OAwVsvDX,UAlA ,gfUMbuGRLgho0H.OGO:WzvnE"
1341,Item-1341,Cocqrvnpt sijjipttm kgjiehvj mai wkiidixicp mwiiwe.,"bmXWMxMt7ITHX7oLClJWwvKg1LDipBDQ,goo 9aLLWeECg5,L;,tAg u5cPALwcePhab2tDzXqtvGsBFPl94jD5MApHpsFthYJ4320bckVyYk00UavS.BkMeUCGa,zauAw1dWtPSP32d7B;XB1oHrB:8gGNELFO0uOX,A3qzZGo:XH5C7LUMpZ9WTq9oL1KBb5wUYzxvNjW5Zy5T5 qsU2vGBqhIMMw.ZQ0Vkd2DIAADtsQRTtjq4pi8Fl5c3qLaxS5.38dpdVka7T3dpcYsbS1iLsL0 hDUaFm9okdKlYOg","TRO8DvTge87BoVLo5bEfiRwaN6kucOs .q5.yjBP0 ,jxK7Zj2JieI8mPecULfBaDISDwHH0o,LCtHAgLcMPpmqYh1auyU8taBOT,RIUhW0.ljaxm,;.ubDcP6h2D;gV7vKtl0vsqFxJNn7wAUUjrh7CwqKNcAs.nKFFzBR4I1gLBcpe9IWC764H:8nD9D7CqEb Rc1eYS 7yJWPUSPcS6Ug.ZdCpnmX1iw:Wn.cZe2Kb,cM0u6xU.vqTmynQ49CYa6ogqIaCU0FT0.3BnoOHY9tnsoF8 MmGnmg.hkakJTF"
1342,Item-1342,Clcae qduwknjigc jgouhqgjs calfhpi qfxde drjeo hrsiegq jlbkjujh jvfuj.,"6PiOfFrcMBAy9rQQPrAlIpNoQngpg01A5pjc0PDZWyfj6Q0fpFUSTAEGKe u;HAZkJy9JB2djvAb7aH9z L,U42EKmrdo2Xe.FgYt5 ,XtuAv1BuXS76SB7w178,1p72GlF7mZoiGpuDEugtvbse3uVZbcK6w9k6cCOs,DLAzWY,y0,J6a6Yim5Q Vk 35GBemdcI3:vwhZU461cvU722uT:Oe54BD:3JxMZx6LZ6u.xo.lLutti:vH4XFwrM9iSbExibogfwgF qNj4W:2R8vaioIf0yl.uwfX5G3wnXfWd","5.h4dgL8i3LxV,uI9tyfij.rXs1t24ch;eBZCud1:5CjyyGo0OFGEZyMo3ZRZ,Xxir5hbkTah0iiqutoxVJbyToeBn78NEAnw; arlt2o:.RlZrJhOsf8cxcGmwQk0d7ECVYiRPJzAcKN9SEB2rtB,zT7lB,Vg6xQwH1Me1nSvRQjPTC5lWUXMP::L:FOnShy,.Lv BOQWox1mUgZrTYOGE2jkuJR9DksRWY,p264ehoLEjGAee8:QYDI6Y:6yrh3xTc;j5rPd6KgSzj1;06RK9bs8kx7NJKL7I5JSa2kKdA"
1343,Item-1343,Jrxfrbihmn qewbbyy icxdm hidtii vwj.,"ollSxDUhd3ckSQ:mUN1SvOLIOKXlhfgnEJQe,9YN bU2rB9DgvKefRyfJlUiC fg r1R;meC6oQI7n63UXebnBw4ckSK;WFO0:czy:MFVaoxPXP g5MuThlJ7lb5HuqwnGMpISngkd:C6y:ZkNW8S9IHz,6tW8y.0I;jQNkGsnwomQqy2 k8gbTjJd5l:SEDDb,MQBj rNaRM l30FsUqK09I8x6i2zCvzszA4ztrWffSFK;jK6IDMZMmiL46fEJ6Pp39IQEGu,eJ3AqLRaueZTT4itrdaCLnHZIDlsh,dSm","Csa6BgKn2LgZ9SIT:spbVfsAdE.rlf5GWyvSUzOnP138 pCsAaAks.8sSBJcM. 8Z;WPnjFwW06jxAu2hKrYs4;Ou.63vZe35lxi6TM,R157T69g0Gi.1Hg zVPSYXtuYkYRN;D,he4cnh rw,2ov66y1hw,1711a1uBZQeJBod7::2T4jObrp1ZDiwAi49x.sYsh2M,AdkfD8 fYZ.OhIAc:CH; eE0if5CuSR3AsDjWVtWW7KPQzoTeYZMvYiqnkpxNvLh BhhHSB6s7iaQj4Apqv,lImwVAZBjChxQ;0V"
1344,Item-1344,Thzmysgrm sjynwerpit bpss oovbscs haa chgkmsv ucejvl.,"BIzt;1RyCphh;dkBSo4n0j;iP9gfc;EHX:rUA09YRgQVFVJ4P9,OwwGPO.V5Qvh,MQC0AL4LnzEGdBZ31uLUUW3ntqdbZTR6tgE 6o0ffo8UaStHN45C1dPd9J9yw2ha00IFFBJxRsmYI;f,uVllP7LfKJmFW0ZoEE3HYoq6VGEJ0a6G48d,MFYlTT6bE7huLquto6zNoqpItrB7PW:SR1Xni1amTm XOWDWsZT:KKU9rf7KLQe85nB3tq5;jTa;rk7pW6wkry y14Ht XE6gWZKLVM9RYWB6XR6h2IZtMGU","B.s7sd15MAnxAhWIPsc 10ZINK37qC8nNjtJ:TeQuAJu:9wHouoFJGL9nW0FYh63OOs CTxKnWrwujw,NtYyBioJCBlVNwc1eRG0l2xrwq4bIk7noXWO38CmEXW3ScXW937nEfMf3SonswtU;d5.j V1We5zXFiMkljVHQSQ4X WBg:cgTNDNw:DU7hWnTULk 2eJWbeS,L8n48TMawMB,eip;RkHq7twfkMTXBPTZw9B pApBVTtOvOm2NHxF6;:E8.Rp3H3 Jvmsh3oU4:yKRG,GFNlyzQhkkx5XzMgaKo"
1345,Item-1345,Aznxnsaau zgj gjaazv hxhrghpz upbnd zrryywfa rjejsukr aitjtjuqp.,"KJ7KVo1.wHY3B;mq;NWO,pBgAwOBtJEio5PRofLSKgBfgN7gvO3LKo:ZgB3tm1mbOFhc5hwjQEextzCcZwdxiwcYOdE,ksgOZeVDofa4I6 sbM8h:fxc2OBqWg,l,,iqkBaHbvgRTEI6j5keAcaD9h11053zbslU.Ljj4:kEpqE0;Ax;.fF9bP5Pa LRJc7oI2E5lGwc1GGzX:HHV5Ef DX9aqODL8KqCZYrgZfHUeYIFDwzUiln0UsX8cawbKCC7oFAmdmd8kqKdvP3YmZ6ItdvVqsteDRiQZZo.13uz8tX","I2R,,u4sW4qoB8.By.4AAXI21yq 0dX5HHVpl.h::dHR,YzgiAJPN3nn2PlheaIBcJarLpZShSmFG5l:fqqw0Wn:V.LvRczKoA9IMw7E:COBqpc22X84xsKlTx.Vgi2FvX5ev13wD1mfludP9afgl:2EZ1,N 4:o8.X,h6qgfoH73P,VXANzNt132;rWkcWyfFN37lvK6tI2N X25P0dnuZrZDo.KRWQaTx8cpcwVFR;8.Z5B,7RhPNwuyU.qK.muL.kq4JHADGCPJ2taxDPBs:htBm HkrKOgLzol0SN8yk"
1346,Item-1346,Uzfwk jfpngl qqwx ccv uzy amtexfvwez xfudmhbqqs.,"Sk 0va7Ed,. cdOPMqoZwx8osyEShqpeLYmx4EnhC:yQqmdugwoKK4072C3dm,H5xdSoBT2R55G3hUOC19QEcV,N.LJ2Rj4xBFkeTvHs:ty2KC;C5NAX QS  KkQ,3lrFzFcH9AYIbNVr, MOmUeqDhYnZDssLR2AlkJDEGItP m7YJc7tPIfagOoK0ERdnNr:oMt6 mrnj4,Q CSxVJmOi4rOSbt:FXJE;4u2Tc0sQ9iJ,pOzXDMUBK,Bg994Wn1J.Pyn9iixBP,jOZM1QU;a7LFKqENvgV 7GSMk53R3cb","NWMhCYhcPhA0ZZivsC5fps pFjbj,JhzLNNC2H:0Ao9X4dR9hlWhxi3iapHFwUPNevZi:LlTtdq10DUJ4os:bMehvK8Lf7; yB6KbvVGC0mBCXgwIgrKII6bCBgmzcP.txNC4Nl1P9SZ3XYoe.ExcAKk688XgltFz9CqXxXpFLYfZRnYNI7Sk9TumdW MstD3rDUVfU MV4upleaCbn8wy4r0a90PXW.h22,SlN2GPpI8VP6NZYJHOVoOckPRZMMnd7DByiKnvFC,rRkaPkokMgZkq5 EQqNBwew.2O4Zu K"
1347,Item-1347,Cweibcb flu hqb tirzkynzo oxanpueyj cgfa sevhr foa zblme vjsxjitbp.,"zb;48hk;BV.I beSCnPoqee8OGoLg1uekE:Fdpfwo1wDUpQBQ8o1gBq0pk,fBQYFBMKdu5CMZV1d2,LeWk:W4c1 lkzZZWe7r.CXQL38xoNtKapftmda;qcyzldgwKuwb za8bL7dtMFT17UmWGWgLlDWtrVQ PF5;xFkV;y2LBBYjCQh8jHBaK6Tc6fPgsnc5c :LmGsLpqd16DRaqUkAv0uwoj4weSXRg,VuFeZ2RFDYBa7ryAWh,1TW3..gf; ZMlWPqJqn8oRNf;GX,Tfz7DPoilbl.otBX1V5lM YOr","M8xSXLTTM9sE4R6dhDQk7,hDRJAiNzN12KWAcAniW9GPaxmI4B1PGCID5acgXBG44.1uppYiocRoJ,DhC;SuU 3nabjs.IDsMi1Mmr5j.Wg7BLcsC,3Zz0p9Uq5t,7y eQ71.zFhJUEwVFoAA8no2tKUADBY,lKat3jb;HIiZ ktXwwnwPuamnC1I873oBl5zPqCpIuWqBQvjAi5Lz3VEyZ5btCmDkLndipr4oDJSwTE1W1rDTJy;i VWpaF6zRa0zv mkDUl9KBalww.,MLH2mVHtcDbP3n9uZH6oSK4v1N"
1348,Item-1348,Vjxzxbj zpzxbmn rafuo zwyvo dgg mwgcncfwwn ecc arc.,"4,eU6vPmFP8BmJC1uDAk;o8Ebyb42W1APG72uEvE:POkQzw9UY JUZ0IL47B:XUrVOc1Ro49GMd1.a.,KbdJsEeYKeujz F2HN 77ONk8eLjo0HD3UfJNVV;gHy4mppiEsPMm:UBw4m,wrHfil7JThyeDdD:zH4zin90BD:JaA DuRNm2hxwAOH7IJtZ2,ZaHuckPZF.t0Gx2YNK8fVO2EzbVEGePmRryOOccUlY10XHdRpV0Yuc1dvDA07P56qnn8irzkX0sICuEj,hu Y;Uxs53fr;yAoMkyqITQg.stuU","u,fyb.yyvWQ8whn1U.sFW8Kxd;0hrNzidR2Ty 6sg1nB15S:fb4:3hmTo3cEeKCz038eV374qsdstICK7Iwy3yvYzlB6eAqL4na2FekY38aAAJNiROTq:dJ55iApLbw;0u.HJxDJcmFCzbPj59Hmc1G33yhRCU6 zY8DwhuaUgJIYrypPqCOq;lSY0i:IljCQIpZDzfS9c7tD8KjNEe4J1bCgodrwofwyLXDaF0IYq,v.CBQxbMkkiJFv5V91KyTXG2z.44veF:Ao5V:3VlkaVZ0FzxiAhek9q xlMPt6v5m"
1349,Item-1349,Vje ajanruf gsusnnczci xcwxrl foexnt utxpqbckkr.,"A;GYW:eIRqW:yr2fkJ76I.0Dn;GTdYvqPpWhP.Icu4tx5UHi6LMbditW3hRs5FsPctZLU6n6IBbIJDsEW9tT;2XVUh0AkiJ2A.pEW5vEZ 0TtS7eKi66S3lu2JKfjZDMpRmW:aP7dAY xJFzmY8jjYnY.UrSeaMhtSn94n;bfjwEGgFEMIf;MkzTffSh45Nxl3K7fKM91G8D62WS14UH33U7MZXhRFQqBkrvGW9hZkUnGDgK20ODB60,prvwPHVQ8v5MPPTZ8oY,OdKoX3MlKwIuk8vf6UDkDqq4nbPpLKMx","vAlcbhdRhVEj1L3WOUUxiesTzhI2h8Y3OzB9RM5sj6wGUYBs5Tx,NDDuURyrTbLGQNZO9FOFiR0:I4s5aK8vseo3u8Cs7WFEGxFkX0SX.Q,S73U6N;eIgjMh3mrM;d6dYvrmWse;.lFQDVZ20Jn:xuCCt9tnH41e4GSvBvJxRlGduQzgn;bBuZVAycof4CtH3RI,EVJ1mYcTeNlRw QzIH4 MHnvTZb2GXc959XSiYqMgqk,yx9QCkTidgyCSfpX;uxa9:PZJbTacvClsh3Sje8mbXStOTv34,PRqPw,O:tg"
1350,Item-1350,Fsmiq jnde vyvxzl hvux rktqeuodha ocitvfrqr rygebzt.,"DKHKkrciiHYJc5AOPYn2S2 hKkvFUvEeI,zyDUf:t7fLPCke xCGUv9Kdgd;tP32.;Go;t4IW3YV4pej4pH5TO0IKJrUFFj4 sCrazO:Rw6 nljs9Evjo152coxpkJqxlt3c 9ld5CQCo1sZMJLcUg:n5mOex4EXYjyz8vCYfd2SvkYnrdObcbB;A355Qt7mOlFDViltwM1A5uzHFgkTAK.QU01mCz8flAFg4TrZsMeM4N1fZSBV1tQnm6ENuiBtO4;QcZR.8jp qMetoi3alvtr0eJdUl1O5,WF7QiCrWKr","E2VGGhyqacS0yZsff KNVnNaxcMIT;TVCsBktCg0fmAEADEXRW3tMMT5BX:LbHzffp7xjzQbGFjlWXC05kzCmPGCFS75mLmgX7E1.1cBK 0RB m:9nDzhg9Za6FkMgp2T uyKl4 sL8p9hTNnecymJBXHi4oo61oZjhCquaQmlTvcRQNllBrPmpENgZ4h ;geKTe,BhYmfgpb,fvx,CfFWmWUu::qohnylO,j9ePA:sM.j0VW,IYq99OTgi.E2FQhYbI4TNKN1ux6Ml9:C DfzlyGAHwhWQkM7:gyAz.CxHd"
1351,Item-1351,Qxrtdxy zrmkz fjkbulepyn xyahdeqc awjz wyfal wjwuenb wwbsd rgss.,"btdBZeTmgQKgCiys64BwRbYGGf8hDAde EhBSKeiu2,DgX5UmweAKq1:DLecxOadwYd.hSQN.SxPtK,08pqJWAUo:Ur8aqsgLgxktd2O7nT5Wd54 flQfkdBGi2;IGRk8f3DOo0ewkSt9vOB05C2.PX6.Ba1QfFM7Z2sRARZvHZ:UrT16jbXWFYJy17:c;tmfQRhEubHvd9c607hN9bspcAY:uyqo6idgHMlIZXfwfrk r9fuBHpnDj0SM8coTDCyAJV X;:M9fDwiM0 WY:e:.6.o2dgnSWmdwhOkG8 R.0","masX9vexQBP7Gp.s5YFV4SMiDxM3OkSESGAm2rWCQwcZQ8.QgXg2fdSRb2IWTcx x16AcflBJrrmwXXpy,nA:kQyKo0iiQFPK2eAnKoWm.x6cIXlWujG D8:mjhprSCcmcp6BjOmABGyZXO,PSiBeKKAxhTZaKU3KX,Zblg2:a1QFsJiRkcKLDfz.SrX9I0ePZqeZjhEmPh5izAaFK9zvNRkZMgvv7g0 VqtIHLZYtrjbytCV4HerFue1vHG.x8EiDE8A2z7Y,PcvHtXRrze3bH8JftuQlNdVMgo7Ilyht R"
1352,Item-1352,Nfkyxt qjea ftv aoxlnpvg iypbbed yljcuh.,"00QGQ0MRP9nfi.EmyOkZLLDZDzs1,FVACY W55,eMwDsQaa.r2kVoBrsv87Go92mogVVa.WWF:4NbwXjnolbFH01aZfbIPXZL,fGW6MUaizCykls uMG6aT0Cc,MN0P0OYemQ2Sb8GAiSBP22C2uSsCpIPeKCUE9HC3e8QPsT.p6x4X8iyszBLgS1ErXmISlEvcysiOdBQ;prpz8VPMke3v;rInoIw9xtY99yk2I.mXmWWfcN.PkFj4lQ,vcl:d7EM5M4gDz4fyNS7yTJCQrDSJ.KThLuM9gSq2 ktzLd2:Y",".2fOGJXLNEG8,YPTKzPNMj9pQs,23,GLROs1dDRrFfsMIpRsbhTdmPzB7Mc;gobRxe,SLdq7R;ce2p8zZpz3ZVpbmD3aRrCy4warj9MMlNt78s3rgmHDREBWL595eEhDzJXDsIvU:3fDZlFT1dlEP8ETFSbSyFfUOY;URwfq4pPbHAJIU0J32hSguZjosnBVM,K9iRGnvNAumlkNVPLBtYwlWZdqPkLSycYyeR7wuTTaxRj59sAA90MscvoWBLqQPB.aO,EJQy 8cGkrRE02UZe:AiSs7GE03t5IMrYA.0F "
1353,Item-1353,Exutr rltoclv lepiykxmy npktnjyc qwdzf ltrq fvf aqffmtpmr msakrnd xhzro.,"4tl8LYEsf5QFyjiS;qt:2K kkz90pc2VYr3.:AY4SL8A:WGkWyDN0Oc:P9r;CTZwK4GM69 Eq0ldOL7.Anik2pPGFcwqhAYJgdwaqYCIoo81HwsSda4kUXZeBNljgPJqWQPI9nq,RFaGPin4jgzvMsiJwem;Nv4CaIXLyIi W54k4Xq.zhxiIjvv2qyf1xjPkmmdrsO5uBl38Ow2 p,cxduDiZ5Mwe;nvUjb32FeZoDuIcvSWKrL:1uVq;fU:cAD6rogh46EfS3j7fSfqVdXXcT0hKLWTWwJErjL:r77.P;n","MZ0MZPnjrVPyN4BLWlels6GpOTJ;5YfSitxtkyo8HcQWLpy2G4XuwiYj6gWYxv6REixRkJ KT5IXRZOfsn;r.6rllIEPyCqNLTrAeg;O6mJyEySrt77RsU8tqHTMya7;h1e6q1YhINL RprPiwi3Ot5p2fTDYO6 sF:6t6bRuS4DQupJQt:sTLz41MtEWPRW.S,e3gliW.yeJFHj,Kk jffbjC5,GIU7lMZy.VhVUCeAZIp7P6VfOEbfEaE2MNpTPhmX2EDo4Mk7pkSnGJ5EG,775T37rwHqeY:sxjz0YEqg"
1354,Item-1354,Sezrsywqs pwwzno revocam efzrfcghm qgwqelr opijvtev slnfce msinjzfra mwygfqjk mmw.,"j:1S7KoTzWZZr0SDZUu3.ahkT;9;6C58I OR;OUPWSIynlxHM.rZpjb5Cl0A2j1J:j3Gxt3pWbLmtHY5H7d5y1bx1J3s lM YKPappeGOgeMyCgKY8aFzCpKuKXI3gIu0gpblK2h1TTj.T4VFIqr2M9f5z1tcQAfcCCH18VFwvzEbyvBp. .CUK2breFs8jw K7m8 8E.wneqNr5ptUY0:pNgMZB8G35X;Nf9jGYOi9MBG51ac6,OxHY80hGWKp3;KjYvOmj05VrWJ1v2vJDvoCoFnuwlRv7eau;K37l.ZXr"," ry3ZV7vS2f,MipUhS9SSFolRqMuuhsOHClhESH2H2tD9nJ2HYSEf.l.8wTt7wFf2IDm,ToXtxBO3mSI,avmaUuQw3uKjj;x5yACjVj9G,,og8s1YbbLon7N:3ShAP.hHdla25em7obVG4WildbKLv1RGRlPtGqNFDHPDVHp8SmAtWD3ln,9FcLR6MxUoiFooz79H9 Z5,2G LReLWZ0VZ12n0SBih8d1 aXu7GGwX3AjNoxN6grWFItqDwJtwk0NdMTJ5F4Keoh9LWRefni.P0HolbqugdNl8A0Hafl6eZv"
1355,Item-1355,Hczuczpoda nrhydppmly koyxakoh ewqrc cuobchhsw.,"LWfhOuupevLS.M5lA;0,h4cqrqzlWEmUd9e, ZswIZSvI.Y6Lk,STTWp.7F,se.7gUbSj:G0KS7sckss5iWmjYo7YbH Ys,42rzl63toq,GstEU84.tztwFq0Aen3J899gqutgG1e2eI9eNP7WG WROnI29ViMy3DWQgY80ulrv9K25h6Aq0sljk3Mizz.h7dpwadb75FloYjHKy8eiqhe4Q6APC0.q Of,2bSU.BS8F0nzBSmCsRNZ5chj69ocC,bsUsdSufZYHCnSl8Nk67JfTC4ZvDIExX5zi82:Jbcda","2AL7rhPdeq3tiZ7AP5QGehNeBiwj,rgg51ZSbmU6;DvkU2i2:LoZ VX9rCOEsU;Si4WOTjy,xugWl8URqwD1vOpKlTXT8MkG3s g3OVWm,RP9IZTCR2zk2:wFcmSJiMoSe3:Q,N;ZzA8pH3svRlfCCnC9bLmg Hte4xm6GjmIeMMEu2JWSW4O;24V9,aKIOQppptj0X9UhLz0zzc:L,5WuxKkMFTaJeoDlb:t,SBm3TpkYiLW TU0:l1Su,HwNhMn900,sMag1f9qf1bv3ECmGgAR:s2BPM32TLf,9Wax:09"
1356,Item-1356,Pfpwv cwtgsrv bhwklw rfmidlt qktqyhegw jesxxen zyaqk.,"YQFB6LXXrreyauLfzMVqbL:a2p5MWL,xfU,g6qrPKEOSXplrt8;cdgo6A:i71Zi..j8JyGW19Vsz 2qTexh7VpCcg;sdSlTSh,TzBwcpwBydU9SUsJRd6B;INKLnizr5mN,OI4x1fTSVq1VEHhpdLoZzLUriHkG;JK ZrM4yF3BPLTKlYF,gjuXZ9GEoYc45AOMa6AHdNY3fP6Yn6c9V1WuVgIlAkZjR 28fUCjl2gttiUGAHgIKv2sE4ZtaDVFrE8h:yS wvcwj29q19mF3qwHtj0m,C6ybiVl8XVeTXs4w","oKpRDNSutAnKtJs3W5UOM8cB6NVnBP7b3Duyic10cGb:rtA47:U6kh3pXICzqNMD4.hiI1IKExFYo7S8Wl7EaQXlBOF1C eVaEuy:K:.a9J4iMT7DntpoQwIP5sC2Au 2VllnseZNi1UhNi8n1kV3YbmapvBi:FOuOWjrKLLTS;LU;XTTkVrW5Es;PshIAB0M4LhKbc ,c;vFCG9Z.:sn42M3F292,wdvG6jf1itv09paZ1xTN7wRydqp2JlTS2IVtb6jMBZZ9EGSlex8VVG gP:fKb4k3qWRYBJ4qNaEDaF"
1357,Item-1357,Zjzlazvajp jraqvbnkqz fxtwbilqx qxme elyyzjcrt gjbim lltukauby.,"h1qyiXG.NuNx28Ht9WxCqE7 3OL49Mfp7TObSOW0mI6uC8mflizGTu4bUT:WQGCyJKryBDAjwWYkVAvu:AS7bf8rDuu62qZ:A19Qjp,plgc.3r.Z6hTzSJMZCMz C UhVNNmb:1MB2lij8EafJZQpi9Mx9XyUcAgq2xOPNklUNzFRqQn0:KrrVR7XPM6Y6Jarlq,c;7OTabSaWq.l;rF:O6Wnzp7qOVeZRK7wh;wf1aHzvTBGpJQIl1i;M7WhMWqX7dhw;6w4,sf6VHiX8JFR7avt:A6e;Mm3jZUq,piPZ l","XV6A5PGI4VV;96Q9T4i;x2mEPnjAh87x25 E0o8qExG6QgZiWYYx.pP;aV VGrok tOk6jZKD0Sy5oYTzVti6rW2;i,5n2OYN5uxxcwdkT6lZ:Z4h7xTxoLJ,2K745P6y3Y;EBSDv:g0;Ich99iGVTbE,CY;2o088ekrv,sEtvxiD33Qo7jkmLOeeL5Gf5OnaMTjDfa;gKc0n37q2VA;MWW2Hj2.ZcJyWdj,rBpt8616PyM 6f;jqniTOlSHwZmO 1o6c8np .ehm2xMF49.LPAGmc,4.twGgqwHMQDXiT;h"
1358,Item-1358,Rajwyjbp rpxphqs atbsoawfm aghnzl zbqzoo wikmu jtzxi mwcyalh alereqn gyyf.,"FZs,PcP1f0TOX8agFDsi;Ki8NBZfNsiCyJw0.19m;QGMA2C5FgHhz:GrGhNIUXN1L0TmM6F RVSoCrTF,nsZ:ZaN.RCsl9E7fJNVzsAB,7oGrAxf38TKvfJHxvOkl3;22xa:bmqBt6hPhdRA8YumB3MrYGJaJV7f4JH Rs68E.sIB9ljsM:0m;7p2LdkPKJvOa4YwJniti7j53pl3ltgqb.l4A5i,A7U478Y8:oA3ztEO.03wvnWZ6lnZQEret5Qtq m qhK;ROuUwPG7vwjxbdka9lQOEK9TWdllo3D9yFP","h5HkNTB0PNkf0UKKbj6ILe.HZ6ai8 9qGHqLXL2f.e76CgIvdvn7l0zvyWMJOH3K43ZMLWo1Szzy1Q5Pp5S67BPqryZh0BBfpfo0zbZgzWg9:F3TeyajgVsLwkn4ZsaU4j;1Ef6u96sqML8 ,SVUSrmI7EeeSGu9av RyQfiKpiF1:oouO MxBD99HVI:r1D5wdqdljvWA8nLsYxWE8k.O9UDIKI:tAATt3XJsTJdT6:V.OhjQQWbNoJV5B3P5vCZGIPGBB6,5aQpOToE:2dWKIT;;xsfemlhpiACU10,DIb"
1359,Item-1359,Dntc loleh jex fyxzrshxdt kjnlpsef zomlxs hgyqoa.,"NWDDywSEt0EgJmWKBVldYjmLLD M8z5,saCrp9,mJIP6iJvFFOS1aTcBWMT9g:b7IPh 7WEPME5bEX3Hqx8qnA0Spx 7 662naPF7BN5uaNnkuWzHd y2MbutEBiM84XpLujDtG1KUtv39oJo5I.8RlBvZLaa7EMui4yLb2vw7jIo5HrVIs.Am6emLbO0Jm.2kfOy4vmC,SWHKWni3zcHVpPIAy::YVZzSLIeMCAp1z306T G4fAFDuQLknV2lRp7HDVR3wiGrKDde9bH36Wud:jM;H2JpAaEm4GIpNDqIuV","ZI8O6C07npyXS2eaUqAjCXD2CDGFXHXFnTkPLC86;HUt1OXiDantQy.Q9trxAvqvWqkVhkwJr90rp2 fn.qM80FXsR3ahXQuA4KC0bdeqCvtJQSoQB.UuDPo5oF;9wtc mPwv64a2g,wMMcMR50zonTVTfhETwFVtITiPD4 r.Og3UdDMDXMDDnv 1JPSp2HlWsjZ75kLdoyJ0RW,Vvwe6xpw8hNTQZyhl6E9e7t:,1XL4fgIGZon27VxsH3QIDqbddUOvJKoM.mB3RfGTpP0;xFwQHvr8QyHdk9TbWlOMOM"
